customerid,ordercount,totalspent
6120,113,248869.55
7868,106,248821.03
5519,104,248813.11
899,112,248812.55
4635,112,248800.13
3010,122,248778.61
4405,99,248778.47
9918,89,248763.23
8363,107,248760.70
27,97,248749.06
5294,106,248746.00
2969,103,248741.24
1205,115,248737.81
7703,99,248735.75
1671,113,248713.30
7894,118,248701.52
2367,99,248682.67
8519,101,248681.21
2972,108,248680.82
8078,107,248666.11
69,114,248644.98
2345,98,248642.20
5992,101,248634.94
2253,106,248634.75
6166,99,248632.27
2695,107,248608.69
3762,104,248591.83
81,106,248591.28
4030,95,248590.82
8588,106,248582.77
7999,110,248572.95
5837,96,248569.23
7772,112,248566.31
8383,113,248556.20
7548,104,248555.01
2671,110,248554.41
5685,98,248545.81
601,98,248544.79
5061,103,248544.77
1917,100,248543.44
2123,105,248542.90
3738,102,248507.15
4601,108,248491.14
2516,105,248489.90
2679,101,248481.84
3775,111,248477.55
4514,113,248461.79
9847,106,248460.18
8869,104,248448.42
9741,102,248430.46
6462,106,248429.69
4830,115,248404.74
5240,102,248400.04
6550,108,248395.08
4470,112,248369.84
5554,114,248364.25
2886,103,248348.98
4972,103,248346.42
6638,103,248345.55
446,95,248340.80
3610,118,248327.79
4583,101,248322.07
6603,112,248294.15
9505,107,248282.09
7011,105,248270.58
7446,100,248249.99
9422,106,248243.45
1179,118,248242.45
2522,104,248234.14
6514,101,248230.70
5902,100,248224.90
8406,109,248224.20
3898,108,248221.01
5117,103,248213.67
3375,105,248207.36
8063,109,248205.99
2867,111,248205.63
1784,105,248201.20
6072,110,248191.81
140,107,248177.79
1117,101,248163.09
2756,115,248159.96
5153,100,248157.26
3148,105,248152.83
2538,102,248149.05
6286,99,248138.65
6392,99,248136.10
5792,104,248131.71
47,101,248119.72
945,101,248116.88
4653,101,248115.07
4901,103,248112.47
9496,107,248107.87
6020,102,248105.69
2922,116,248100.31
2739,111,248085.14
8738,98,248084.70
2286,100,248072.49
9759,107,248059.65
290,104,248053.62
839,94,248052.31
4155,108,248050.37
7271,105,248043.45
6631,106,248042.27
8861,103,248042.25
4610,106,248014.93
5771,102,248012.84
2180,103,248000.22
6306,96,247992.01
9678,109,247981.71
3440,109,247963.43
6255,109,247960.55
8185,102,247945.84
1260,112,247944.90
5453,105,247938.81
9003,121,247937.57
5700,133,247926.94
310,113,247926.59
5073,109,247924.68
592,99,247899.40
3324,99,247891.62
8597,116,247872.04
2758,99,247870.87
5460,107,247869.92
8434,118,247866.04
8200,98,247854.73
1654,105,247839.60
6241,102,247833.93
4615,104,247826.65
3525,104,247818.92
1714,106,247818.38
6355,109,247812.81
3016,100,247803.65
3294,102,247783.86
409,96,247770.00
8758,111,247762.67
3168,99,247735.73
9954,105,247732.37
3847,108,247731.89
6524,92,247716.34
6673,108,247712.30
7296,101,247707.89
9640,96,247692.75
3278,107,247684.50
2558,110,247683.99
8112,112,247681.10
5303,118,247675.38
4541,110,247669.16
2517,107,247668.28
1093,113,247667.83
150,100,247651.79
5339,116,247648.01
2713,107,247636.12
8743,110,247632.24
714,101,247631.14
1230,97,247612.03
300,107,247594.75
7079,105,247587.42
583,110,247570.39
5299,106,247565.30
817,111,247565.21
7046,105,247563.50
7352,96,247551.13
405,109,247547.63
8211,99,247544.48
5647,102,247535.37
124,106,247535.31
2378,111,247531.25
4993,114,247517.99
6561,111,247505.06
3925,106,247489.08
4358,105,247484.11
2703,118,247482.63
3998,108,247480.52
9353,110,247467.04
6459,106,247462.12
7429,102,247456.76
85,113,247432.63
555,106,247428.08
5538,99,247424.91
9239,107,247418.46
5499,104,247412.26
6439,105,247396.06
5389,97,247377.59
8947,103,247361.97
8477,106,247346.66
9879,102,247345.56
9784,108,247343.52
9930,109,247343.24
2149,98,247335.10
3252,100,247333.48
9473,100,247325.22
1391,110,247324.70
28,110,247295.25
7458,103,247290.90
487,105,247279.29
1645,107,247277.10
6282,116,247265.73
8616,117,247256.59
5347,109,247251.89
5910,101,247215.99
9853,102,247203.28
1458,98,247197.50
1798,116,247195.09
787,110,247191.31
6900,101,247189.16
5948,104,247176.07
3067,107,247175.57
4327,108,247142.93
3395,107,247140.79
9015,103,247136.57
6380,108,247130.49
499,99,247129.51
5834,111,247114.30
3522,99,247112.08
9919,103,247104.86
8443,114,247102.95
2181,110,247098.17
6733,105,247084.26
5276,102,247080.74
5786,103,247074.68
7528,109,247053.34
2053,108,247052.21
2403,100,247036.27
2982,105,247031.52
336,109,247013.97
1078,103,246998.05
943,105,246996.81
4440,100,246977.66
8110,107,246968.16
6704,106,246959.56
1571,106,246957.83
3729,102,246951.62
1935,106,246944.90
813,98,246934.10
9927,103,246930.95
9816,110,246916.08
8764,98,246898.21
4270,111,246897.07
8277,100,246896.08
3493,106,246888.58
4983,106,246872.32
6035,101,246855.41
89,101,246853.19
6963,107,246852.52
4379,99,246841.12
6677,105,246838.43
4317,107,246824.85
9644,109,246819.73
9779,104,246800.67
7066,112,246799.40
502,113,246798.57
7597,106,246797.15
6757,99,246787.15
5870,102,246775.83
7659,109,246771.34
9102,104,246769.59
2246,106,246760.61
5124,101,246751.49
1004,100,246748.45
4969,101,246733.02
3000,102,246696.84
7107,103,246674.42
505,112,246645.54
606,102,246614.54
9270,114,246612.21
924,98,246608.45
9136,108,246602.47
5146,99,246592.86
2429,117,246585.95
5505,96,246560.64
1453,104,246557.20
4902,111,246547.43
5588,100,246542.44
8852,97,246539.71
9959,98,246532.69
1855,104,246531.87
133,117,246523.56
4920,108,246518.52
2247,117,246492.72
2800,104,246491.09
117,104,246483.31
2313,105,246450.81
5502,105,246450.26
6868,100,246448.73
7522,119,246413.41
8153,112,246405.35
6073,105,246401.17
7898,103,246398.60
1322,105,246391.14
39,104,246387.01
7355,95,246383.73
1834,99,246366.50
7027,93,246360.95
7012,111,246355.65
2865,107,246349.76
858,103,246346.96
9943,100,246346.59
2394,95,246328.95
387,106,246314.08
2503,99,246314.00
6104,113,246313.08
8008,101,246311.70
3383,105,246290.98
2150,102,246287.07
2466,117,246285.09
2023,107,246276.22
1050,102,246275.89
4277,107,246253.20
9075,94,246250.23
4150,108,246238.44
6799,106,246231.49
5077,105,246219.86
7325,118,246218.28
3736,103,246200.01
984,106,246195.39
5964,113,246162.63
5535,103,246144.92
9908,108,246139.06
1589,104,246137.98
7957,101,246136.55
8278,103,246124.21
1363,103,246123.98
6305,110,246102.46
1440,117,246055.89
6141,106,246050.01
3696,103,246044.36
790,114,246028.21
5075,114,246028.12
6616,104,246026.92
5957,106,246017.33
3676,100,246010.28
6240,101,246001.83
7005,98,245996.20
1101,103,245991.32
5758,119,245983.96
5500,100,245968.96
9951,113,245963.76
494,112,245963.45
6496,114,245958.84
5065,109,245947.82
8068,101,245936.79
1668,113,245935.48
7173,94,245934.85
9468,99,245910.35
8462,101,245900.92
7883,97,245883.01
9868,108,245881.22
7309,109,245876.29
165,105,245872.82
8263,104,245869.34
3605,103,245869.24
3105,103,245854.23
600,105,245849.33
1214,101,245845.22
7935,103,245842.03
6508,102,245829.86
9139,101,245814.72
7106,97,245810.50
2015,109,245760.40
8219,106,245735.56
4099,98,245734.06
8982,98,245725.92
4613,109,245720.39
5263,99,245710.81
2256,107,245707.27
1295,105,245705.53
2312,107,245695.41
6247,102,245695.24
4045,112,245686.28
1027,103,245681.35
5400,113,245677.49
2871,106,245677.16
4804,100,245677.04
7912,104,245665.95
9156,109,245650.85
511,99,245649.67
8349,106,245647.79
7466,106,245632.90
9590,103,245616.81
7145,113,245597.50
3280,103,245593.35
4146,108,245592.04
5320,118,245591.92
4602,111,245583.98
8228,99,245578.21
3732,110,245577.05
5305,112,245560.16
7985,102,245560.06
5040,103,245558.70
802,103,245557.06
967,109,245555.93
1326,107,245552.57
7765,99,245552.39
1017,94,245550.60
7423,113,245534.94
7362,97,245527.91
5673,99,245514.49
5959,112,245505.48
4398,115,245504.65
2498,103,245495.56
5659,109,245493.73
6640,101,245473.15
9650,107,245468.40
5114,98,245456.08
6181,105,245452.83
2803,112,245452.39
7516,115,245431.69
454,106,245421.04
7735,103,245417.84
865,104,245416.23
3699,101,245408.08
1691,99,245407.90
6594,109,245405.67
1968,100,245398.91
7849,106,245390.88
1830,100,245388.91
9420,111,245388.55
795,96,245365.22
9162,118,245365.19
4997,107,245362.59
4305,106,245358.80
6778,95,245357.49
5232,101,245355.90
948,109,245344.53
5130,104,245323.95
6506,113,245319.20
113,108,245301.34
9649,93,245291.43
2428,99,245289.03
58,95,245287.00
581,112,245280.46
9281,111,245262.18
8967,109,245233.71
9092,112,245233.20
3143,106,245228.90
4771,104,245219.52
755,108,245199.05
2946,94,245187.25
7707,108,245184.41
4847,100,245179.93
3350,107,245176.40
6964,104,245175.41
313,101,245168.23
2287,102,245155.71
8515,111,245152.01
565,115,245147.01
9227,99,245146.25
1886,97,245134.08
4120,98,245132.62
8379,100,245128.05
7938,100,245120.97
4002,107,245108.98
8707,112,245096.75
2752,99,245096.19
6415,103,245092.11
106,119,245088.55
9133,111,245086.07
459,104,245081.18
762,118,245076.17
8067,106,245071.78
2137,101,245069.26
6478,97,245063.65
7343,105,245057.45
7855,101,245054.06
2055,111,245039.12
1249,100,245038.28
8336,106,245023.26
104,99,245010.93
9441,103,245001.16
8663,107,244999.76
5945,101,244997.11
2844,98,244995.10
5958,103,244976.97
6951,106,244969.33
1275,110,244966.50
270,100,244952.44
4899,111,244947.21
1898,97,244944.93
2208,101,244944.48
2529,97,244943.50
4275,103,244942.45
9313,109,244923.44
7200,103,244913.41
9706,122,244908.29
1715,108,244903.29
7383,100,244873.16
1779,108,244859.46
498,100,244857.85
7111,104,244856.21
2988,95,244813.66
5185,105,244803.60
8114,97,244783.18
10,103,244765.92
7679,95,244727.49
7800,106,244700.09
8541,107,244666.04
9135,105,244654.35
1979,113,244653.48
189,109,244635.78
6977,112,244620.17
2479,102,244616.83
3961,95,244609.24
6533,95,244608.98
1773,106,244602.57
3283,98,244593.21
3277,107,244589.53
6317,105,244565.44
1772,108,244561.04
9546,110,244546.74
8161,104,244545.08
357,98,244534.79
524,107,244513.93
527,114,244509.72
6077,105,244509.47
3309,102,244503.98
4545,101,244496.34
941,107,244483.11
9547,99,244480.81
5447,115,244476.64
4252,106,244471.25
1844,104,244469.25
7373,110,244462.01
4562,110,244456.32
3618,95,244445.22
8647,103,244444.73
1337,110,244441.27
2016,97,244433.89
6429,104,244419.40
7318,99,244414.88
2984,91,244391.78
3534,108,244379.70
4406,108,244368.37
2748,113,244354.52
322,106,244335.21
1708,105,244328.04
4111,114,244321.30
3792,94,244316.98
6454,107,244316.79
6455,105,244309.45
7931,96,244298.53
5208,108,244294.49
2009,101,244293.20
6879,103,244280.31
6216,102,244279.73
5921,107,244272.22
2652,105,244259.98
4376,113,244258.51
3652,111,244257.04
4987,108,244238.62
8442,108,244233.79
8809,109,244230.89
6692,108,244213.05
1478,98,244208.05
3670,102,244207.80
6489,103,244195.26
7967,106,244188.18
8871,102,244186.39
2564,102,244185.90
9821,104,244163.83
3269,110,244152.51
3398,96,244141.71
8270,104,244141.20
5187,101,244135.75
9581,95,244130.45
5002,105,244129.06
2544,100,244124.20
53,104,244119.22
5324,110,244113.46
4434,114,244111.01
6321,101,244103.59
9838,100,244096.11
8831,106,244093.94
536,110,244092.25
9269,100,244087.71
2242,111,244087.42
5434,98,244057.62
2678,107,244048.33
5060,114,244038.61
5402,110,244038.56
5987,99,244020.06
3419,102,244017.30
4900,111,244010.16
2670,105,244004.50
8188,99,243991.65
960,106,243990.17
2824,106,243985.11
5901,105,243980.74
9747,102,243969.37
1215,106,243966.00
6186,111,243950.04
7342,113,243934.27
5524,115,243919.77
4437,116,243919.19
7975,102,243894.97
9872,104,243887.00
4057,110,243877.86
6810,103,243864.74
6132,103,243845.35
4364,103,243837.85
7649,95,243827.65
8724,104,243825.83
1420,111,243824.62
1781,99,243821.82
686,96,243821.57
7192,100,243816.14
1636,104,243793.53
2377,104,243782.61
8653,102,243776.77
4195,100,243775.36
8080,104,243765.80
7709,105,243753.18
1271,107,243741.77
3320,99,243722.85
1222,101,243714.24
8213,104,243701.63
1353,101,243699.42
5372,100,243696.82
6743,103,243677.01
8610,113,243675.59
3570,101,243671.99
8974,99,243669.97
9384,109,243658.01
4051,102,243655.19
5844,110,243627.65
7699,107,243626.38
8860,107,243625.96
1252,100,243624.42
7970,98,243618.81
7845,102,243597.03
4585,107,243595.43
5531,116,243586.80
3769,107,243581.68
4810,104,243561.99
463,100,243541.61
1365,99,243530.26
6912,105,243526.20
2967,99,243525.40
3940,107,243519.98
3243,94,243501.99
6014,103,243492.30
6167,105,243489.18
854,106,243485.52
5082,100,243480.59
4488,104,243463.75
8655,95,243461.08
1425,107,243451.54
3385,97,243450.95
697,104,243450.04
5403,96,243449.83
2904,107,243449.44
1987,112,243448.44
6199,106,243444.37
2276,111,243433.34
2722,99,243430.59
3518,112,243426.32
8492,102,243421.37
608,100,243418.69
7477,110,243412.15
6824,114,243411.11
7204,101,243396.09
2496,102,243388.50
112,110,243375.94
4896,103,243357.42
1248,109,243341.19
1175,108,243337.05
7652,112,243335.89
8518,110,243334.06
972,96,243303.03
5257,104,243294.04
8043,104,243263.91
5907,103,243254.87
2935,105,243254.79
8615,103,243253.97
754,109,243251.77
1014,109,243246.49
1311,95,243240.70
6063,108,243219.76
6171,95,243209.17
4075,104,243202.31
2810,106,243201.77
7264,102,243200.78
7007,105,243197.44
9303,108,243190.94
682,104,243187.48
1174,102,243187.20
4023,101,243186.63
4839,99,243179.63
9329,96,243174.77
9214,108,243169.66
6105,102,243168.58
1,114,243131.89
3028,110,243129.22
3924,100,243119.78
720,98,243116.79
2373,107,243101.87
6154,107,243082.50
22,101,243076.48
3957,102,243065.55
2108,103,243063.75
6717,100,243056.03
6916,103,243043.37
9318,101,243043.07
8884,104,243024.14
6719,100,243019.75
1551,102,243017.46
6881,114,243014.76
2074,107,243008.54
36,103,242988.83
7269,98,242988.51
116,102,242976.98
1433,96,242962.70
1424,109,242961.28
6974,97,242940.45
8437,112,242934.03
6011,111,242932.12
4636,99,242921.34
1524,106,242902.44
5260,115,242900.21
7268,106,242897.64
7492,104,242890.68
9236,106,242880.00
3450,95,242845.30
3565,109,242834.84
3978,103,242834.49
4905,103,242827.08
4702,102,242814.94
2086,100,242795.18
5875,105,242783.74
2964,100,242761.97
7149,105,242757.20
9246,99,242743.84
4302,110,242736.10
8154,103,242728.53
4521,102,242723.01
7428,110,242722.15
9315,103,242714.11
5559,99,242697.14
6002,103,242691.11
9705,110,242687.85
1542,111,242677.27
6165,106,242676.13
6812,98,242675.28
5853,114,242674.90
457,116,242671.46
7427,106,242653.10
6754,101,242637.08
3418,97,242635.18
9365,104,242631.22
1377,113,242616.66
6097,100,242614.54
7617,99,242611.53
8503,112,242608.89
7928,102,242608.35
6660,107,242597.41
9542,107,242580.27
2818,106,242579.47
407,95,242577.95
812,103,242568.74
1437,97,242567.77
570,102,242562.17
7339,117,242561.52
3564,109,242548.70
6738,108,242548.51
2794,101,242539.85
7447,109,242538.04
2527,104,242537.26
125,106,242525.03
6358,111,242520.02
9063,101,242516.93
87,109,242515.58
6891,105,242496.87
2588,120,242496.04
6845,102,242489.89
2234,109,242481.93
3734,109,242470.75
5224,115,242463.76
3548,106,242453.54
5229,104,242446.34
3594,107,242443.94
1802,96,242433.48
1270,108,242431.56
8144,93,242431.03
3728,108,242417.23
4914,106,242416.88
7704,107,242415.82
2662,100,242414.23
1936,116,242407.43
4428,105,242403.89
2586,98,242403.13
8623,106,242401.61
7126,106,242385.72
5720,107,242383.29
7796,104,242379.64
13,106,242365.92
1456,107,242358.11
2924,106,242342.18
3438,116,242334.55
4460,107,242324.15
6864,106,242324.05
312,111,242286.53
8180,116,242282.61
4872,108,242272.06
2639,107,242271.08
6130,109,242269.56
5266,106,242267.49
6075,104,242255.85
7560,101,242253.65
302,107,242249.31
3484,103,242242.67
5614,99,242234.36
4860,109,242232.84
9693,105,242231.20
6651,109,242223.03
6300,100,242222.47
438,104,242213.02
1707,100,242210.10
6776,103,242200.43
1702,101,242198.92
9543,106,242193.35
9058,100,242179.61
2782,106,242172.75
2477,104,242172.66
9271,109,242164.48
8367,116,242161.84
8471,101,242160.12
8925,110,242143.78
9524,92,242134.49
3770,99,242133.42
6393,108,242127.83
6207,100,242123.89
1583,97,242103.87
7717,103,242100.50
4000,94,242083.92
4418,99,242077.07
9282,100,242073.84
1872,102,242067.10
9051,97,242061.76
2485,101,242059.06
9891,99,242056.31
5080,109,242054.79
5507,103,242013.86
7396,118,242012.14
44,112,242009.92
7220,105,242005.89
2751,104,242003.44
9526,109,241994.34
5971,109,241992.20
9946,113,241989.48
1790,110,241989.25
477,97,241989.01
1109,100,241978.50
8563,99,241973.65
8407,102,241962.96
9330,101,241949.35
6116,122,241947.25
7298,109,241944.42
3662,106,241941.67
2409,111,241941.58
4592,109,241936.93
7166,96,241935.16
435,104,241919.56
6079,107,241910.66
115,103,241910.40
906,106,241905.41
9199,103,241891.94
1958,109,241874.13
3968,110,241873.89
3526,101,241862.31
3679,97,241856.56
480,101,241855.85
3879,106,241855.34
7326,92,241853.36
314,108,241846.34
7992,104,241827.71
8921,104,241824.77
2557,102,241820.35
2122,102,241813.91
262,107,241787.67
5442,104,241756.20
5026,100,241753.38
4852,102,241736.04
8341,108,241702.62
9069,96,241697.00
8752,108,241696.22
1748,100,241691.58
7878,112,241689.27
8670,109,241683.63
5666,118,241647.71
8324,99,241641.46
3033,99,241640.26
339,104,241639.83
5317,98,241637.31
4649,94,241631.00
8429,94,241623.22
8470,94,241609.59
6313,104,241603.88
8216,102,241585.88
3087,109,241569.15
9224,105,241564.43
8953,102,241559.95
9504,101,241550.80
3391,101,241541.28
4651,97,241540.15
7163,105,241531.15
821,107,241528.97
3444,125,241513.37
2018,110,241513.22
1866,104,241504.81
2161,111,241504.57
2910,104,241500.34
2212,92,241499.09
933,107,241496.50
6265,105,241495.28
5582,90,241494.21
9373,101,241489.72
7071,101,241480.94
9845,109,241478.60
4355,99,241471.93
3446,102,241465.69
801,106,241459.88
1970,100,241448.06
6999,109,241439.15
172,113,241435.81
7255,110,241435.62
9667,106,241434.52
6703,99,241429.02
9980,102,241419.27
448,104,241405.62
2031,104,241403.88
8418,103,241386.64
9860,104,241385.96
3913,99,241378.59
7846,105,241371.29
7578,102,241371.29
1375,106,241359.45
5252,108,241357.70
2655,98,241345.37
2990,102,241342.71
1390,96,241339.18
8155,110,241338.26
4132,98,241328.33
2919,93,241308.06
1408,103,241306.22
8059,101,241306.06
7605,106,241301.19
4251,106,241298.59
4171,106,241298.49
345,99,241293.73
2774,106,241291.35
3146,98,241286.57
1806,110,241284.28
8346,106,241256.74
1182,105,241230.29
1660,102,241213.11
8613,97,241210.50
9796,98,241204.05
3503,109,241175.95
1957,109,241169.20
6099,104,241168.87
6200,109,241167.51
5493,101,241165.46
5297,106,241159.67
7628,102,241159.60
1989,95,241144.51
8859,107,241133.23
4959,95,241126.93
4227,105,241124.44
1591,92,241119.17
5255,100,241118.28
4618,98,241079.65
4292,104,241073.99
5555,107,241073.63
2663,105,241070.07
6872,102,241067.99
7886,107,241064.62
2654,105,241064.14
5443,104,241045.75
9481,108,241040.44
7812,98,241009.06
4503,109,241001.90
3599,93,240986.49
5337,97,240977.64
8135,102,240960.71
8317,104,240948.80
6715,98,240946.63
6081,102,240943.19
77,97,240937.29
9012,106,240923.16
6407,96,240920.36
9708,93,240908.37
7104,103,240895.34
9651,102,240888.59
1127,103,240880.04
447,106,240864.73
4648,106,240859.43
4977,109,240857.64
247,102,240855.80
6409,100,240833.28
4128,112,240828.44
7336,97,240818.87
2883,114,240818.51
2741,104,240791.05
9556,105,240760.21
1042,95,240753.85
5,100,240733.02
8496,99,240718.78
5136,98,240704.18
1701,106,240672.90
7120,106,240669.54
7862,104,240662.84
2583,98,240648.02
450,104,240647.35
2953,102,240644.68
2735,101,240605.02
5586,103,240587.93
811,109,240581.11
4732,106,240567.21
76,113,240543.70
8611,100,240517.48
3342,112,240474.86
9941,98,240465.69
9382,104,240439.28
3451,93,240434.27
2421,103,240424.18
4036,95,240418.81
2157,107,240418.10
5228,112,240408.14
4315,91,240405.31
5779,104,240392.49
7614,104,240392.45
7536,101,240392.21
805,102,240390.58
8961,104,240379.92
9909,103,240367.48
8908,102,240355.62
7626,106,240352.65
9978,96,240352.11
2061,103,240337.21
1864,105,240315.60
9238,97,240309.95
5235,104,240296.07
7181,103,240285.98
9791,107,240283.92
5231,107,240281.99
2539,92,240247.80
856,101,240241.67
2970,114,240238.53
7711,111,240236.41
7871,106,240234.56
8158,100,240231.78
5176,94,240223.59
8098,99,240218.33
9642,101,240210.63
1741,93,240208.82
1201,105,240206.47
3669,102,240204.92
5149,112,240194.95
401,106,240183.11
371,102,240180.97
5545,93,240178.57
8464,102,240175.86
4728,106,240165.51
1160,105,240163.97
5243,97,240151.13
8705,101,240148.67
5246,104,240138.28
3825,105,240116.87
1799,96,240099.63
3128,100,240095.67
6404,102,240093.55
1882,105,240082.61
2448,105,240076.97
6867,94,240076.02
7852,96,240072.36
5804,104,240070.19
7494,100,240059.53
3805,102,240047.68
9849,103,240046.03
4519,105,240037.84
5725,118,240026.99
5133,99,240020.54
3504,109,240012.53
7317,100,240011.63
6744,113,240006.92
9758,100,240001.33
7113,104,239999.81
4560,102,239997.55
4857,94,239990.65
7274,100,239964.26
6365,103,239963.67
8896,108,239933.34
479,90,239926.18
9961,101,239910.88
6416,96,239908.67
4591,107,239885.68
888,104,239883.00
9222,116,239848.76
7710,94,239847.90
153,101,239844.48
7721,105,239843.44
323,103,239834.45
9217,89,239826.89
1939,110,239821.68
2386,96,239815.02
1338,110,239796.71
893,98,239795.05
6752,105,239785.01
7621,104,239774.55
7583,96,239764.66
2523,104,239764.13
6556,117,239763.50
342,102,239757.84
728,107,239753.32
6925,94,239722.96
6055,107,239718.25
5583,107,239716.25
4089,109,239709.44
1224,107,239697.72
6194,105,239677.09
6033,103,239676.04
5784,111,239664.14
2730,102,239655.21
349,103,239646.25
5547,100,239641.49
5943,103,239640.19
6751,103,239636.23
3468,98,239625.47
6807,91,239624.08
9574,107,239623.09
5917,98,239622.62
8684,108,239622.30
2456,102,239582.10
315,97,239574.50
4725,101,239571.91
2685,105,239564.30
727,113,239559.21
9957,102,239556.55
6326,101,239534.79
4432,106,239531.13
2702,94,239510.24
3780,97,239482.31
9002,109,239463.04
4260,98,239461.60
9415,108,239452.54
2216,107,239442.05
211,99,239434.96
5814,108,239430.28
1116,98,239429.35
3758,107,239426.79
145,96,239425.28
3415,98,239424.52
6740,103,239422.87
2585,96,239415.25
1040,100,239414.26
4191,105,239392.01
6260,102,239391.61
7613,94,239387.93
392,119,239363.48
7067,95,239360.17
6298,97,239324.05
7989,113,239317.79
6604,105,239317.20
2821,100,239301.85
9702,102,239290.50
6802,102,239289.68
6634,105,239283.67
3939,96,239253.00
2508,96,239241.69
9846,102,239241.31
8827,101,239238.87
8822,108,239230.88
8533,104,239227.01
5483,113,239209.77
3075,99,239209.15
9712,102,239205.86
9407,101,239187.34
6569,101,239184.08
6087,102,239180.39
2415,98,239164.40
7565,100,239163.78
3798,94,239159.11
9359,99,239154.06
8122,102,239128.87
4512,108,239123.22
5121,100,239109.51
673,101,239105.07
4822,104,239075.39
4123,97,239073.53
5915,100,239068.66
3362,106,239066.84
6573,107,239048.36
2727,102,239048.15
3836,102,239038.49
3626,95,239036.62
240,108,239017.25
2495,105,239010.37
8788,100,238995.54
3169,106,238982.93
2152,106,238976.14
5196,108,238976.08
6285,99,238974.33
3182,112,238971.43
4756,108,238961.68
3248,88,238957.78
3515,101,238952.48
9374,93,238922.65
2331,105,238907.94
1372,103,238877.72
5300,104,238868.30
3576,96,238864.20
7858,101,238845.29
2083,105,238839.28
3158,98,238831.95
2952,103,238823.98
696,99,238821.70
8484,97,238790.25
5287,105,238786.95
4594,103,238778.38
8620,111,238773.15
6246,106,238761.76
8005,105,238750.52
94,111,238750.29
2160,113,238747.99
7417,98,238744.79
5285,102,238741.38
4554,104,238737.44
3299,108,238736.82
4611,112,238731.12
1067,104,238729.09
370,101,238705.43
2063,100,238704.13
6188,107,238691.28
7980,109,238684.14
3253,103,238680.92
2569,121,238665.37
7156,98,238661.97
1121,105,238646.44
5609,99,238643.88
7009,96,238637.45
4678,103,238634.70
1929,111,238633.72
6519,102,238621.40
348,102,238620.50
2992,97,238614.88
5624,97,238612.39
8569,94,238610.95
6223,101,238609.48
6566,96,238599.09
3161,99,238586.21
3844,105,238583.00
8694,104,238579.26
7672,99,238577.47
4300,104,238575.87
3779,103,238575.56
7908,108,238567.67
1336,105,238527.69
653,95,238522.61
6022,102,238522.06
6351,90,238516.67
1054,110,238507.05
5095,103,238500.01
2637,109,238482.95
2715,107,238465.01
5129,106,238457.63
8854,99,238456.64
5424,109,238455.18
6970,111,238445.19
441,111,238444.80
1720,101,238443.71
1893,98,238441.01
9723,99,238435.25
4066,107,238433.36
6335,106,238424.18
9451,120,238405.92
4656,109,238401.45
8027,94,238399.41
5478,104,238380.52
6996,109,238377.91
6184,104,238372.22
6988,116,238364.40
3933,108,238358.71
1544,112,238354.14
3369,95,238352.87
8737,100,238352.25
6284,107,238345.85
5628,93,238345.81
9445,92,238338.69
129,109,238337.40
7585,95,238333.84
7197,107,238316.60
7290,111,238306.36
1640,104,238301.47
5919,98,238298.71
3445,103,238292.24
8917,102,238285.10
57,93,238284.98
6860,99,238275.40
8141,110,238274.05
1359,107,238271.56
2099,98,238269.15
3027,106,238261.07
7044,99,238260.96
3392,95,238250.57
5344,104,238246.44
5789,105,238231.94
2859,106,238225.06
6346,108,238222.47
4241,115,238222.33
3304,108,238221.45
2387,107,238220.95
2321,99,238220.95
311,98,238219.54
5118,91,238216.26
9652,108,238191.48
5379,107,238176.32
402,95,238170.24
9608,100,238169.68
5899,87,238165.72
5227,105,238164.35
6394,95,238162.32
8289,106,238150.46
7546,108,238146.90
8631,105,238143.79
5056,100,238140.29
6205,100,238139.36
8244,108,238137.16
7072,110,238134.20
8457,108,238068.06
7987,112,238060.53
1150,109,238060.33
4952,100,238060.11
2402,111,238057.00
9553,107,238047.47
5686,99,238031.35
5054,100,238013.90
3211,104,238005.05
1594,102,237994.29
4136,109,237980.25
944,108,237966.23
2488,114,237960.91
9356,106,237957.25
6440,103,237948.83
4682,115,237943.49
2710,107,237940.38
3927,106,237935.51
1991,102,237934.44
9646,96,237930.64
4346,94,237930.34
5484,108,237905.76
7202,108,237883.88
8922,108,237877.59
222,103,237864.79
4013,104,237860.38
3677,103,237847.69
8581,109,237842.91
7791,100,237840.23
9358,94,237835.23
5639,106,237825.85
9815,111,237817.07
8862,100,237814.27
7558,104,237804.76
1697,102,237795.19
9430,114,237792.33
8552,98,237787.43
2856,101,237785.97
4747,103,237784.71
7979,103,237784.01
432,113,237777.21
501,97,237768.28
522,94,237766.29
1740,109,237756.48
7488,104,237756.04
193,104,237746.41
3041,112,237740.49
2596,102,237732.97
2826,94,237724.39
2267,113,237718.56
8780,100,237717.09
2475,99,237710.18
4643,103,237702.25
8391,98,237701.43
5751,98,237692.89
8887,107,237689.32
2177,109,237678.64
2876,99,237675.02
3191,111,237660.26
5298,97,237654.22
1358,102,237652.15
436,112,237634.12
4666,102,237628.18
9648,99,237627.29
5767,101,237601.61
243,92,237594.23
9453,102,237564.49
1481,105,237561.04
4285,96,237558.88
6553,101,237550.61
1003,99,237548.32
9409,105,237535.57
5333,100,237528.92
1603,105,237523.52
6131,104,237510.05
7654,95,237509.93
8696,95,237507.68
1384,106,237495.95
8666,105,237494.22
8952,97,237487.55
2831,100,237487.53
7842,95,237486.60
9140,96,237480.72
404,107,237457.49
6842,102,237453.68
6398,111,237442.83
